RetiredBulkRunScheduleId,RetiredClientId,ScheduleName,SurvivorClientId,SurvivorIds
10981,36739,AKL > Masterton,9477,"10633, 10634, 10635, 10636, 10637"
10982,36739,AKL > Masterton,9477,"10633, 10634, 10635, 10636, 10637"
10983,36739,AKL > Masterton,9477,"10633, 10634, 10635, 10636, 10637"
11084,14582,AKL > Masterton,9477,"10633, 10634, 10635, 10636, 10637"
11085,14582,AKL > Masterton,9477,"10633, 10634, 10635, 10636, 10637"
11086,14582,AKL > Masterton,9477,"10633, 10634, 10635, 10636, 10637"
11087,14582,AKL > Masterton,9477,"10633, 10634, 10635, 10636, 10637"
11088,14582,AKL > Masterton,9477,"10633, 10634, 10635, 10636, 10637"
9914,14927,AKL > Masterton #2,13713,"8740, 8741, 8742, 8743, 8744"
9915,14927,AKL > Masterton #2,13713,"8740, 8741, 8742, 8743, 8744"
9916,14927,AKL > Masterton #2,13713,"8740, 8741, 8742, 8743, 8744"
9917,14927,AKL > Masterton #2,13713,"8740, 8741, 8742, 8743, 8744"
9918,14927,AKL > Masterton #2,13713,"8740, 8741, 8742, 8743, 8744"
9353,14578,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9354,14578,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9355,14578,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9356,14578,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9357,14578,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9449,169,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9450,169,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9451,169,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9452,169,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9453,169,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9742,16947,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9743,16947,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9744,16947,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9745,16947,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9746,16947,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10184,32946,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10185,32946,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10186,32946,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10187,32946,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10188,32946,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10643,9477,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10644,9477,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10645,9477,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10646,9477,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10647,9477,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10763,35755,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10764,35755,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10765,35755,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10766,35755,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10767,35755,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10884,18188,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10885,18188,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10886,18188,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10887,18188,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
10888,18188,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
11094,14582,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
11095,14582,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
11096,14582,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
11097,14582,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
11098,14582,AKL > Napier pre 10am,18185,"9253, 9254, 9255, 9256, 9257"
9130,16513,AKL > Napier pre 10am #2,14763,"9060, 9061, 9062, 9063, 9064"
9131,16513,AKL > Napier pre 10am #2,14763,"9060, 9061, 9062, 9063, 9064"
9132,16513,AKL > Napier pre 10am #2,14763,"9060, 9061, 9062, 9063, 9064"
9133,16513,AKL > Napier pre 10am #2,14763,"9060, 9061, 9062, 9063, 9064"
9134,16513,AKL > Napier pre 10am #2,14763,"9060, 9061, 9062, 9063, 9064"
9444,169,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9445,169,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9446,169,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9447,169,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9448,169,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9524,3191,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9525,3191,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9526,3191,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9527,3191,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9528,3191,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9737,16947,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9738,16947,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9739,16947,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9740,16947,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9741,16947,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10249,32946,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10250,32946,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10251,32946,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10252,32946,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10253,32946,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10638,9477,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10639,9477,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10640,9477,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10641,9477,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10642,9477,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10758,35755,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10759,35755,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10760,35755,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10761,35755,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10762,35755,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10879,18188,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10880,18188,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10881,18188,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10882,18188,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
10883,18188,AKL > Napier pre 8am,14578,"9348, 9349, 9350, 9351, 9352"
9125,16513,AKL > Napier pre 8am #2,14763,"9055, 9056, 9057, 9058, 9059"
9126,16513,AKL > Napier pre 8am #2,14763,"9055, 9056, 9057, 9058, 9059"
9127,16513,AKL > Napier pre 8am #2,14763,"9055, 9056, 9057, 9058, 9059"
9128,16513,AKL > Napier pre 8am #2,14763,"9055, 9056, 9057, 9058, 9059"
9129,16513,AKL > Napier pre 8am #2,14763,"9055, 9056, 9057, 9058, 9059"
9454,169,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
9455,169,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
9456,169,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
9457,169,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
9458,169,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
9747,16947,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
9748,16947,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
9749,16947,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
9750,16947,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
9751,16947,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10244,32946,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10245,32946,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10246,32946,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10247,32946,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10248,32946,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10648,9477,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10649,9477,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10650,9477,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10651,9477,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10652,9477,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10768,35755,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10769,35755,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10770,35755,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10771,35755,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10772,35755,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10889,18188,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10890,18188,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10891,18188,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10892,18188,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10893,18188,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10994,36739,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10995,36739,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10996,36739,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10997,36739,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
10998,36739,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11099,14582,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11100,14582,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11101,14582,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11102,14582,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11103,14582,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11234,13713,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11235,13713,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11236,13713,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11237,13713,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11238,13713,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11933,14927,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11934,14927,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11935,14927,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11936,14927,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
11937,14927,AKL > New Plymouth pre 10am,14578,"9358, 9359, 9360, 9361, 9362"
9258,18185,AKL > New Plymouth pre 10am #2,14763,"9065, 9066, 9067, 9068, 9069"
9259,18185,AKL > New Plymouth pre 10am #2,14763,"9065, 9066, 9067, 9068, 9069"
9260,18185,AKL > New Plymouth pre 10am #2,14763,"9065, 9066, 9067, 9068, 9069"
9261,18185,AKL > New Plymouth pre 10am #2,14763,"9065, 9066, 9067, 9068, 9069"
9262,18185,AKL > New Plymouth pre 10am #2,14763,"9065, 9066, 9067, 9068, 9069"
9368,14578,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
9369,14578,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
9370,14578,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
9371,14578,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
9372,14578,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
9464,169,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
9465,169,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
9466,169,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
9467,169,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
9468,169,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10179,32946,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10180,32946,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10181,32946,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10182,32946,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10183,32946,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10658,9477,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10659,9477,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10660,9477,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10661,9477,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10662,9477,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10899,18188,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10900,18188,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10901,18188,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10902,18188,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
10903,18188,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
11004,36739,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
11005,36739,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
11006,36739,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
11007,36739,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
11008,36739,AKL > Palmerston North pre 10am,18185,"9268, 9269, 9270, 9271, 9272"
9757,16947,AKL > Palmerston North pre 10am #2,14927,"7084, 7085, 7086, 7087, 7088"
9758,16947,AKL > Palmerston North pre 10am #2,14927,"7084, 7085, 7086, 7087, 7088"
9759,16947,AKL > Palmerston North pre 10am #2,14927,"7084, 7085, 7086, 7087, 7088"
9760,16947,AKL > Palmerston North pre 10am #2,14927,"7084, 7085, 7086, 7087, 7088"
9761,16947,AKL > Palmerston North pre 10am #2,14927,"7084, 7085, 7086, 7087, 7088"
11109,14582,AKL > Palmerston North pre 10am #2,14927,"7084, 7085, 7086, 7087, 7088"
11110,14582,AKL > Palmerston North pre 10am #2,14927,"7084, 7085, 7086, 7087, 7088"
11111,14582,AKL > Palmerston North pre 10am #2,14927,"7084, 7085, 7086, 7087, 7088"
11112,14582,AKL > Palmerston North pre 10am #2,14927,"7084, 7085, 7086, 7087, 7088"
11113,14582,AKL > Palmerston North pre 10am #2,14927,"7084, 7085, 7086, 7087, 7088"
9145,16513,AKL > Palmerston North pre 10am #3,14763,"9075, 9076, 9077, 9078, 9079"
9146,16513,AKL > Palmerston North pre 10am #3,14763,"9075, 9076, 9077, 9078, 9079"
9147,16513,AKL > Palmerston North pre 10am #3,14763,"9075, 9076, 9077, 9078, 9079"
9148,16513,AKL > Palmerston North pre 10am #3,14763,"9075, 9076, 9077, 9078, 9079"
9149,16513,AKL > Palmerston North pre 10am #3,14763,"9075, 9076, 9077, 9078, 9079"
9363,14578,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9364,14578,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9365,14578,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9366,14578,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9367,14578,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9459,169,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9460,169,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9461,169,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9462,169,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9463,169,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9752,16947,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9753,16947,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9754,16947,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9755,16947,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9756,16947,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10174,32946,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10175,32946,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10176,32946,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10177,32946,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10178,32946,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10653,9477,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10654,9477,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10655,9477,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10656,9477,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10657,9477,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10894,18188,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10895,18188,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10896,18188,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10897,18188,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10898,18188,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
10999,36739,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
11000,36739,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
11001,36739,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
11002,36739,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
11003,36739,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
11104,14582,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
11105,14582,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
11106,14582,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
11107,14582,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
11108,14582,AKL > Palmerston North pre 8am,18185,"9263, 9264, 9265, 9266, 9267, 9288, 9289, 9290, 9291, 9292"
9140,16513,AKL > Palmerston North pre 8am #2,14763,"9070, 9071, 9072, 9073, 9074"
9141,16513,AKL > Palmerston North pre 8am #2,14763,"9070, 9071, 9072, 9073, 9074"
9142,16513,AKL > Palmerston North pre 8am #2,14763,"9070, 9071, 9072, 9073, 9074"
9143,16513,AKL > Palmerston North pre 8am #2,14763,"9070, 9071, 9072, 9073, 9074"
9144,16513,AKL > Palmerston North pre 8am #2,14763,"9070, 9071, 9072, 9073, 9074"
7361,13713,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7362,13713,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7363,13713,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7364,13713,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7365,13713,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7612,13713,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7613,13713,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7614,13713,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7615,13713,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7616,13713,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7725,16947,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7726,16947,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7727,16947,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7728,16947,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
7729,16947,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
8745,36820,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
8746,36820,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
8747,36820,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
8748,36820,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
8749,36820,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
8760,36820,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
8761,36820,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
8762,36820,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
8763,36820,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
8764,36820,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9293,14578,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9294,14578,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9295,14578,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9296,14578,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9297,14578,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9479,3191,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9480,3191,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9481,3191,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9482,3191,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9483,3191,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9559,169,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9560,169,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9561,169,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9562,169,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
9563,169,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
10159,32946,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
10160,32946,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
10161,32946,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
10162,32946,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
10163,32946,AKL > Pukekohe Overnight Medical Run,14927,"4309, 4310, 4311, 4312, 4313"
